Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1,BsR,Fld,-1,Off,Def,WAR,-1,ADP,playerid
Jarred Kelenic,SEA,109,434,388,87,19,1,18,49,53,36,109,4,9,4,,0.225,0.295,0.416,0.712,0.309,106,,0.2,0.8,,3,-5.5,1.2,,999,22558
Rob Refsnyder,BOS,97,376,329,84,19,1,10,45,41,36,95,6,4,1,,0.255,0.336,0.412,0.749,0.33,110,,-0.1,-0.7,,4.1,-5.2,1.2,,999,13770
Ji Hwan Bae,PIT,60,242,216,57,12,2,4,28,24,20,44,2,9,3,,0.264,0.332,0.394,0.726,0.319,105,,0.4,-0.8,,1.8,0.8,1.1,,999,23818
Kevin Kiermaier,,100,408,370,85,18,2,9,42,40,28,104,4,8,3,,0.23,0.289,0.364,0.653,0.287,85,,0.7,2.3,,-6.5,3.9,1.1,,999,11038
Brandon Marsh,PHI,122,473,426,99,19,4,10,50,47,36,149,4,11,4,,0.232,0.295,0.368,0.663,0.291,85,,0.9,-0.3,,-7.3,1.7,1.1,,999,20202
Esteury Ruiz,MIL,73,293,258,63,13,1,8,35,32,25,62,6,21,6,,0.244,0.323,0.395,0.718,0.317,104,,1.4,-0.5,,2.6,-2.3,1.1,,999,21780
Mauricio Dubón,HOU,92,378,346,87,16,1,10,42,42,23,60,3,6,3,,0.251,0.301,0.389,0.69,0.302,97,,-0.3,-0.3,,-1.6,-0.3,1.1,,999,16530
Jake Meyers,HOU,76,297,265,63,12,2,8,33,33,23,77,4,4,2,,0.238,0.304,0.39,0.694,0.304,98,,-0.1,-0.6,,-0.6,0.6,1,,999,20308
Nick Senzel,CIN,123,490,441,111,23,1,10,51,50,37,88,5,10,4,,0.251,0.313,0.38,0.693,0.306,89,,-0.4,-3.1,,-6.5,-1.1,0.9,,999,19293
Yonathan Daza,COL,104,464,423,119,23,2,5,55,40,29,77,4,4,2,,0.281,0.331,0.386,0.717,0.316,88,,0,-1.8,,-6.2,-0.5,0.9,,999,15794
Victor Robles,WSN,123,476,429,97,21,2,9,49,44,29,119,11,15,5,,0.227,0.291,0.353,0.643,0.285,81,,0.5,0.4,,-10.3,2.4,0.9,,999,18363
Estevan Florial,NYY,86,347,308,68,15,1,11,38,38,32,108,3,14,5,,0.221,0.298,0.378,0.676,0.297,94,,0.3,2.3,,-2.2,-0.7,0.9,,999,19151
Alek Thomas,ARI,40,168,152,40,9,1,4,19,19,12,30,2,3,1,,0.263,0.321,0.422,0.743,0.324,107,,0.1,1,,1.5,0.9,0.8,,999,23792
Cristian Pache,OAK,91,352,321,73,16,2,9,35,37,23,88,2,4,2,,0.228,0.282,0.374,0.655,0.287,91,,-0.3,-1,,-4,0.5,0.8,,999,19948
JJ Bleday,MIA,79,330,284,58,13,1,11,35,36,39,88,3,3,1,,0.205,0.306,0.372,0.678,0.302,96,,-0.2,-0.4,,-1.8,-1.6,0.8,,999,26368
Jesús Sánchez,MIA,63,263,236,58,10,2,11,30,34,21,66,3,1,1,,0.245,0.312,0.439,0.751,0.326,112,,-0.7,0.1,,3.1,-4.5,0.8,,999,19913
Drew Waters,KCR,81,322,288,69,15,3,9,34,35,27,92,3,8,3,,0.239,0.308,0.401,0.709,0.311,99,,0.1,0,,-0.3,-2.7,0.8,,999,20505
Matt Vierling,PHI,73,288,260,67,12,2,7,33,32,21,59,3,7,3,,0.256,0.316,0.404,0.72,0.316,102,,0.2,-1.5,,0.7,-3.3,0.7,,999,21558
Randal Grichuk,COL,107,434,403,104,21,2,17,51,58,22,95,4,2,1,,0.259,0.302,0.452,0.754,0.325,95,,-0.9,-2.1,,-3.4,-4.5,0.7,,999,10243
Kyle Isbel,KCR,75,299,270,65,13,3,7,32,32,21,72,4,10,4,,0.243,0.304,0.393,0.697,0.305,95,,0.2,1.1,,-1.5,-1.9,0.6,,999,21614
José Azocar,SDP,75,285,262,65,12,2,5,31,29,17,64,2,10,3,,0.248,0.296,0.369,0.665,0.292,91,,0.3,1,,-2.9,-1.1,0.6,,999,18821
Jason Heyward,,65,260,230,54,10,1,7,27,27,23,54,3,3,1,,0.237,0.313,0.376,0.689,0.305,97,,0.2,1,,-0.8,-2.2,0.6,,999,4940
Cal Stevenson,OAK,52,209,181,42,8,1,4,22,18,24,48,1,5,2,,0.232,0.325,0.346,0.67,0.301,101,,0,1.4,,0.2,-1.4,0.6,,999,22411
Gilberto Celestino,MIN,44,173,153,38,8,1,3,18,17,16,38,2,2,1,,0.248,0.322,0.373,0.695,0.308,102,,-0.4,-0.6,,0,0,0.6,,999,20233
Rafael Ortega,,68,294,258,62,12,1,7,35,28,30,62,2,9,3,,0.241,0.323,0.38,0.703,0.31,101,,-0.3,-0.5,,-0.1,-4.1,0.6,,999,10323
Raimel Tapia,,71,299,276,73,15,2,5,33,29,17,52,1,7,2,,0.266,0.31,0.386,0.697,0.305,97,,0.7,-1.7,,-0.5,-4.1,0.6,,999,14350
Stuart Fairchild,CIN,68,260,229,52,11,1,10,30,30,22,75,5,5,2,,0.226,0.305,0.411,0.715,0.313,94,,-0.1,1.2,,-1.9,-1.7,0.5,,999,20321
Jarren Duran,BOS,76,326,295,71,15,4,8,39,32,22,86,4,10,3,,0.241,0.302,0.396,0.698,0.305,93,,0.3,-2.8,,-2.4,-3.7,0.5,,999,24617
Odúbel Herrera,,42,175,161,41,8,1,5,20,19,10,32,2,3,1,,0.258,0.308,0.405,0.713,0.311,101,,-0.1,-0.9,,0.2,-1.6,0.4,,999,11476
Khalil Lee,NYM,58,237,203,41,9,0,6,25,23,25,83,6,5,2,,0.204,0.307,0.341,0.648,0.292,93,,0,-0.2,,-1.9,-2.1,0.4,,999,19952
Will Benson,CLE,24,97,82,18,4,0,3,12,11,13,27,1,2,1,,0.217,0.328,0.397,0.725,0.32,109,,0,0.2,,1,-0.6,0.4,,999,21853
Travis Jankowski,,60,242,207,48,8,1,2,25,19,29,52,2,8,3,,0.233,0.331,0.317,0.648,0.294,89,,0,-0.5,,-3,-1.7,0.3,,999,13768
Adam Duvall,,79,325,296,62,12,1,15,36,42,22,100,4,2,1,,0.209,0.27,0.409,0.679,0.295,90,,-0.4,0.6,,-4.2,-3.3,0.3,,999,10950
Michael Siani,CIN,40,161,144,33,6,1,4,17,16,13,33,1,6,2,,0.232,0.301,0.37,0.67,0.296,83,,0.3,0.5,,-3,0.1,0.3,,999,22557
Mickey Moniak,LAA,47,187,171,38,7,1,7,21,22,12,53,2,3,1,,0.222,0.277,0.398,0.675,0.292,87,,0.1,0.6,,-2.6,-1,0.3,,999,19956
Nelson Velázquez,CHC,83,336,302,68,13,2,13,38,40,26,104,3,8,3,,0.225,0.292,0.411,0.703,0.305,96,,0.1,-0.2,,-1.3,-7.7,0.2,,999,23359
Jackie Bradley Jr.,,63,248,224,48,11,1,5,24,24,18,60,3,3,1,,0.215,0.279,0.342,0.621,0.275,76,,0,1.2,,-6.7,0.8,0.2,,999,12984
Adam Engel,,53,218,200,47,10,1,4,22,21,12,58,3,8,3,,0.234,0.288,0.357,0.645,0.284,82,,0.4,-1.2,,-4,-1.3,0.2,,999,15082
Derek Hill,WSN,31,123,112,25,4,1,3,13,12,8,35,1,3,1,,0.223,0.279,0.359,0.638,0.281,78,,0.1,0.4,,-3.1,0.3,0.1,,999,16947
Jonathan Davis,,16,64,55,12,2,0,1,7,6,6,16,1,2,1,,0.218,0.309,0.327,0.636,0.287,85,,0.1,-0.3,,-1,-0.1,0.1,,999,15104
Travis Swaggerty,PIT,16,65,58,13,2,1,1,7,7,6,17,1,2,1,,0.229,0.306,0.368,0.674,0.299,91,,0,0,,-0.7,-0.6,0.1,,999,24491
Brett Phillips,,40,160,140,26,5,1,5,16,15,17,58,2,4,1,,0.184,0.277,0.328,0.605,0.271,74,,0.4,0.1,,-4.4,0,0.1,,999,14735
Peyton Burdick,MIA,11,44,39,8,2,0,1,5,5,4,14,1,1,0,,0.213,0.303,0.384,0.687,0.303,97,,0,-0.3,,-0.2,-0.6,0.1,,999,25459
Eli White,TEX,32,130,116,24,5,0,3,13,12,11,40,1,5,2,,0.209,0.282,0.333,0.615,0.274,76,,0.2,0.8,,-3.2,-0.3,0.1,,999,19346
Mark Contreras,MIN,6,26,23,5,1,0,1,3,3,2,8,0,1,0,,0.209,0.273,0.372,0.645,0.283,84,,0,-0.1,,-0.5,-0.1,0,,999,20122
Tim Locastro,,15,60,55,13,3,0,1,6,6,3,13,2,2,1,,0.229,0.29,0.353,0.643,0.285,83,,0.2,-0.5,,-1,-0.7,0,,999,15124
Jake Marisnick,,29,116,107,24,5,1,3,12,12,6,36,2,3,1,,0.223,0.276,0.364,0.639,0.279,79,,0.1,-0.4,,-2.7,-0.9,0,,999,11339
Lewis Brinson,,24,101,93,21,4,0,3,10,11,6,29,1,1,0,,0.222,0.271,0.378,0.648,0.283,82,,0,-0.7,,-2.2,-1,0,,999,14352
Daz Cameron,BAL,2,7,6,1,0,0,0,1,1,0,2,0,0,0,,0.222,0.286,0.36,0.647,0.285,85,,0,-0.1,,-0.1,-0.1,0,,999,18353
Lorenzo Cain,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.249,0.307,0.362,0.669,0.296,91,,0,0,,0,0,0,,999,9077
Wynton Bernard,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.25,0.302,0.396,0.698,0.305,97,,0,0,,0,0,0,,999,13408
Abraham Almonte,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.331,0.393,0.725,0.322,108,,0,0,,0,0,0,,999,5486
Skye Bolt,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.302,0.387,0.689,0.303,95,,0,0,,0,0,0,,999,17723
Dairon Blanco,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.245,0.303,0.382,0.685,0.301,92,,0,0,,0,0,0,,999,19779
Símon Muzziotti,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.236,0.303,0.372,0.675,0.298,90,,0,0,,0,0,0,,999,19553
Ben DeLuzio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.234,0.297,0.355,0.653,0.289,86,,0,0,,0,0,0,,999,19644
Michael Hermosillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.298,0.372,0.67,0.297,91,,0,0,,0,0,0,,999,16285
Narciso Crook,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.231,0.301,0.414,0.715,0.312,98,,0,0,,0,0,0,,999,17473
Bryce Johnson,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.3,0.329,0.629,0.281,81,,0,0,,0,0,0,,999,20002
Roman Quinn,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.294,0.34,0.634,0.283,82,,0,0,,0,0,0,,999,13546
Albert Almora Jr.,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.242,0.292,0.363,0.654,0.288,85,,0,0,,0,0,0,,999,14109
Mickey McDonald,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.222,0.304,0.301,0.606,0.275,82,,0,0,,0,0,0,,999,20533
Anthony Alford,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.293,0.375,0.667,0.294,89,,0,0,,0,0,0,,999,14329
Magneuris Sierra,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.237,0.289,0.341,0.63,0.278,78,,0,0,,0,0,0,,999,17023
Monte Harrison,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.284,0.364,0.648,0.287,84,,0,0,,0,0,0,,999,17216
Steven Duggar,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.283,0.336,0.619,0.274,76,,0,0,,0,0,0,,999,17719
Marcus Wilson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.294,0.362,0.656,0.292,88,,0,0,,0,0,0,,999,17910
Jaylin Davis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.288,0.363,0.651,0.288,85,,0,0,,0,0,0,,999,19552
Aaron Whitefield,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.28,0.347,0.627,0.276,76,,0,0,,0,0,0,,999,19938
Garrett Hampson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.278,0.328,0.606,0.269,72,,0,0,,0,0,0,,999,19262
Juan Lagares,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.237,0.28,0.36,0.64,0.28,80,,0,0,,0,0,0,,999,5384
Terrance Gore,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.266,0.268,0.535,0.244,60,,0,0,,0,0,0,,999,13658
Bradley Zimmer,,26,106,94,19,4,0,2,10,9,8,37,3,3,1,,0.201,0.282,0.313,0.595,0.269,72,,0.1,-0.7,,-3.3,-0.2,0,,999,16221
