Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1,BsR,Fld,-1,Off,Def,WAR,-1,ADP,playerid
Jacob Stallings,MIA,89,349,311,74,15,1,6,33,32,29,76,3,1,0,,0.237,0.307,0.347,0.654,0.291,89,,-1.2,0.3,,-5.7,7.7,1.4,,999,13723
William Contreras,ATL,113,459,409,104,19,1,20,56,61,41,116,4,2,1,,0.254,0.325,0.453,0.779,0.338,116,,-1.2,-0.7,,7.2,-7.3,1.4,,999,20503
Roberto Perez,,78,308,272,55,9,1,9,31,31,29,98,3,2,1,,0.202,0.283,0.343,0.627,0.279,79,,-1.1,1.8,,-8.5,8.3,1.4,,999,2900
Shea Langeliers,OAK,114,468,423,98,20,1,19,50,56,36,123,4,3,1,,0.231,0.295,0.42,0.715,0.311,108,,-0.4,-0.5,,3.6,-3.3,1.4,,999,25816
Luis Campusano,SDP,87,343,309,76,14,1,12,39,42,26,68,3,1,0,,0.246,0.308,0.41,0.718,0.314,106,,-0.6,-0.9,,1.7,-0.2,1.3,,999,22217
Connor Wong,BOS,53,209,191,48,11,1,8,25,26,13,53,2,3,1,,0.25,0.301,0.438,0.739,0.32,103,,0,-0.7,,0.7,3.7,1.2,,999,19896
Iván Herrera,STL,57,227,198,45,8,1,6,25,23,23,48,2,2,1,,0.228,0.314,0.364,0.678,0.302,97,,-0.1,-0.1,,-0.9,4.7,1.2,,999,20599
Tomás Nido,NYM,69,262,243,56,12,1,5,25,25,12,66,3,2,1,,0.229,0.271,0.344,0.615,0.27,78,,-1.2,-0.6,,-7.9,5.2,1.2,,999,13755
Kyle Higashioka,NYY,45,175,160,36,7,0,8,20,22,10,41,1,1,0,,0.227,0.277,0.417,0.695,0.301,96,,-0.3,-0.1,,-1,3.6,1.2,,999,5517
Brian Serven,COL,53,204,184,42,8,1,8,24,25,15,44,3,1,0,,0.23,0.294,0.409,0.703,0.307,82,,-0.2,-0.9,,-4.5,3.5,1.2,,999,19422
Martín Maldonado,HOU,101,381,339,68,13,1,13,41,41,31,113,5,2,1,,0.2,0.273,0.353,0.626,0.277,79,,-2.2,1.7,,-11,10.1,1.2,,999,6887
Mitch Garver,TEX,99,416,364,81,16,1,16,47,50,42,113,5,3,1,,0.223,0.31,0.406,0.716,0.315,105,,-0.6,-0.8,,1.7,-4,1.1,,999,15161
Tom Murphy,SEA,63,245,215,48,9,1,9,27,28,24,72,2,1,0,,0.223,0.305,0.397,0.702,0.309,106,,-0.4,-0.6,,1.2,1.4,1.1,,999,13499
Blake Sabol,PIT,41,165,147,36,8,1,5,19,19,14,41,1,2,1,,0.248,0.319,0.416,0.735,0.321,106,,-0.1,0,,1.1,3.4,1.1,,999,sa3010269
Francisco Mejía,TBR,71,282,261,63,15,1,8,30,32,13,57,4,1,0,,0.243,0.287,0.396,0.684,0.298,98,,-0.5,0,,-1.1,5.9,1,,999,16403
Max Stassi,LAA,69,281,249,52,10,1,8,29,30,25,81,3,1,0,,0.211,0.29,0.358,0.647,0.287,84,,-0.8,-1.8,,-5.9,3.9,1,,999,10059
Jake Rogers,DET,60,234,207,43,8,1,9,26,26,22,70,2,4,1,,0.206,0.287,0.387,0.673,0.296,93,,-0.2,1,,-1.9,6,1,,999,19452
Austin Hedges,,74,284,257,51,9,1,8,28,29,19,72,3,2,1,,0.2,0.261,0.336,0.598,0.264,69,,-0.6,0.5,,-10.8,6.6,1,,999,12976
Kevin Plawecki,,54,214,193,50,10,1,4,22,22,15,37,3,1,1,,0.257,0.317,0.382,0.699,0.308,99,,-0.7,-1.8,,-0.9,2.8,1,,999,13807
Joey Bart,SFG,95,360,323,71,13,1,11,38,39,26,119,5,3,1,,0.22,0.287,0.373,0.66,0.291,88,,-0.5,-2.1,,-5.5,5.8,1,,999,21524
Manny Piña,ATL,39,157,140,32,6,0,5,18,18,12,31,3,1,0,,0.228,0.301,0.388,0.688,0.303,92,,-0.5,0.7,,-1.9,4,1,,999,2829
Tucker Barnhart,,78,306,273,61,12,0,5,28,27,25,74,3,1,0,,0.223,0.293,0.323,0.616,0.276,77,,-0.9,1.8,,-9,8.3,0.9,,999,10200
Gary Sanchez,,82,331,292,60,12,0,15,37,41,30,93,4,1,1,,0.205,0.287,0.399,0.686,0.301,94,,-0.9,-1.2,,-3.2,0.8,0.9,,999,11442
James McCann,NYM,51,201,182,41,7,0,5,20,20,13,55,3,2,1,,0.227,0.287,0.352,0.639,0.283,86,,-0.3,0.3,,-3.5,4.6,0.8,,999,12859
Eric Haase,DET,76,311,283,64,12,1,13,33,37,23,88,2,1,0,,0.227,0.288,0.414,0.703,0.305,100,,-0.4,-0.4,,-0.6,4.1,0.8,,999,14111
Austin Wynns,SFG,51,198,176,43,7,0,4,21,19,17,41,2,1,0,,0.243,0.317,0.36,0.677,0.301,95,,-0.4,-0.1,,-1.5,4.2,0.8,,999,15271
Seby Zavala,CHW,52,200,178,35,8,0,6,20,20,17,72,2,1,0,,0.197,0.275,0.34,0.614,0.273,75,,-0.4,-0.8,,-6,2.7,0.7,,999,18887
Andrew Knizner,STL,86,327,289,67,13,1,7,35,32,28,69,5,2,1,,0.231,0.307,0.352,0.659,0.294,92,,-0.4,0.1,,-3.6,7.3,0.7,,999,19514
Curt Casali,,60,237,205,43,8,1,6,25,23,25,68,3,1,1,,0.209,0.302,0.345,0.647,0.289,86,,-0.5,-0.7,,-4.3,4.4,0.6,,999,12510
Bryan Lavastida,CLE,39,155,138,31,6,1,4,17,16,12,34,2,2,1,,0.226,0.295,0.363,0.658,0.291,88,,-0.1,0,,-2.2,3.2,0.6,,999,24765
Luke Maile,CIN,45,176,155,34,8,0,3,17,16,16,49,2,1,0,,0.22,0.3,0.342,0.642,0.287,76,,-0.2,0.9,,-5.1,4.7,0.6,,999,13355
P.J. Higgins,CHC,69,278,245,56,12,1,6,28,26,26,68,3,1,1,,0.229,0.308,0.353,0.662,0.295,89,,-0.6,-0.2,,-4.1,2,0.5,,999,18433
Mario Feliciano,MIL,26,102,94,23,4,0,3,11,12,6,20,1,1,0,,0.246,0.295,0.397,0.692,0.302,94,,-0.1,0,,-0.8,2.2,0.5,,999,20263
Alex Isola,MIN,23,92,81,19,4,0,3,10,10,8,20,1,1,0,,0.231,0.305,0.385,0.69,0.304,99,,-0.1,0,,-0.2,1.9,0.5,,999,sa1170516
Tyler Heineman,,23,87,79,19,4,0,1,9,8,6,15,1,1,0,,0.24,0.298,0.347,0.645,0.286,84,,-0.2,0,,-1.8,1.9,0.5,,999,13897
Gabriel Moreno,TOR,15,60,54,15,3,0,2,7,7,4,11,1,1,0,,0.268,0.327,0.416,0.743,0.325,113,,0,0.2,,0.9,1.4,0.5,,999,22664
Jason Delay,PIT,50,191,175,38,8,1,4,18,17,11,50,2,2,1,,0.216,0.267,0.33,0.597,0.264,67,,-0.2,-1.3,,-7.4,2.8,0.5,,999,19806
Carlos Pérez,CHW,26,102,93,23,4,0,3,11,12,6,12,1,1,0,,0.243,0.295,0.404,0.699,0.305,98,,-0.1,-0.2,,-0.4,1.9,0.5,,999,20805
Jorge Alfaro,,48,194,180,43,8,0,5,19,21,9,62,3,2,1,,0.237,0.28,0.373,0.652,0.286,83,,-0.4,-0.7,,-4.1,3.4,0.4,,999,12180
Meibrys Viloria,CLE,24,95,82,17,4,0,2,10,9,11,29,1,1,0,,0.21,0.312,0.33,0.642,0.29,87,,-0.1,0.1,,-1.4,2.1,0.4,,999,17109
David Fry,CLE,21,86,77,18,4,0,3,10,10,6,20,1,0,0,,0.229,0.296,0.394,0.69,0.302,96,,-0.1,0,,-0.5,1.8,0.4,,999,sa3006787
Yainer Diaz,HOU,23,94,87,23,4,0,4,11,13,5,17,1,0,0,,0.261,0.304,0.45,0.754,0.326,113,,-0.1,0,,1.3,-0.3,0.4,,999,23003
Anthony Bemboom,BAL,32,124,110,23,4,0,3,12,12,11,31,1,1,0,,0.208,0.282,0.336,0.618,0.276,78,,-0.3,0.2,,-3.4,2.9,0.4,,999,13854
Cam Gallagher,,30,120,108,24,5,0,2,12,11,9,28,1,1,0,,0.219,0.282,0.334,0.616,0.274,75,,-0.3,-0.2,,-3.7,2.3,0.4,,999,12981
Miguel Amaya,CHC,18,73,64,14,3,0,2,8,8,8,18,1,1,0,,0.221,0.312,0.381,0.692,0.307,98,,-0.1,0,,-0.3,1.5,0.4,,999,sa917354
Elias Díaz,COL,89,348,316,80,16,2,10,39,41,24,68,3,1,1,,0.253,0.309,0.412,0.721,0.314,87,,-0.9,-0.5,,-6,6.9,0.4,,999,11680
Ben Rortvedt,NYY,23,89,80,16,3,0,3,9,9,7,27,1,0,0,,0.205,0.275,0.355,0.629,0.278,80,,-0.1,0.2,,-2,2,0.4,,999,20287
Cooper Hummel,SEA,29,122,104,23,5,1,4,14,12,15,34,1,2,1,,0.217,0.32,0.375,0.695,0.309,106,,-0.1,-0.4,,0.7,1.4,0.4,,999,19458
Dillon Dingler,DET,21,86,77,17,3,0,2,9,9,6,24,1,0,0,,0.219,0.287,0.368,0.655,0.288,88,,-0.1,0,,-1.3,1.8,0.3,,999,sa3014528
Korey Lee,HOU,38,147,134,29,6,0,5,16,17,10,40,1,2,1,,0.215,0.272,0.38,0.652,0.285,85,,0,-0.4,,-2.5,2.7,0.3,,999,25543
Payton Henry,MIL,32,124,111,23,4,0,3,12,12,9,37,2,1,0,,0.208,0.279,0.333,0.612,0.272,73,,-0.1,0.1,,-4,2.7,0.3,,999,22164
Israel Pineda,WSN,26,102,94,20,4,0,3,10,11,6,25,1,1,0,,0.216,0.271,0.377,0.647,0.283,79,,-0.1,-0.1,,-2.5,2.1,0.3,,999,22906
Ali Sánchez,ARI,27,110,99,23,5,0,2,10,10,9,27,1,1,0,,0.23,0.294,0.337,0.631,0.28,77,,-0.2,-0.1,,-3.1,2.2,0.3,,999,18551
Sam Huff,TEX,23,93,84,19,3,0,4,10,12,7,30,1,0,0,,0.223,0.284,0.418,0.702,0.304,97,,-0.1,-0.5,,-0.4,-0.2,0.3,,999,22209
Jose Herrera,ARI,21,81,71,16,3,0,1,8,7,8,18,1,1,0,,0.224,0.307,0.333,0.64,0.287,82,,0,0.2,,-1.8,2,0.3,,999,17040
Pedro Severino,,42,171,154,35,7,0,4,17,17,13,42,1,1,0,,0.23,0.294,0.357,0.651,0.288,85,,-0.5,-0.3,,-3.5,3.2,0.3,,999,14523
Matt Thaiss,LAA,19,76,66,15,3,0,2,9,8,9,18,1,1,0,,0.221,0.317,0.379,0.696,0.308,98,,-0.1,0.2,,-0.3,0.3,0.2,,999,19318
Freddy Fermin,KCR,12,48,43,10,2,0,1,5,5,4,10,0,0,0,,0.234,0.304,0.382,0.686,0.302,93,,-0.1,0.1,,-0.4,1.1,0.2,,999,21840
René Pinto,TBR,12,47,43,10,2,0,2,5,5,3,14,0,0,0,,0.225,0.273,0.392,0.665,0.289,92,,0,-0.2,,-0.5,0.8,0.2,,999,19859
Luis Torrens,,33,133,120,28,6,0,4,14,15,10,34,1,0,0,,0.231,0.296,0.387,0.682,0.299,93,,-0.2,0,,-1.3,2.8,0.2,,999,15905
Garrett Stubbs,PHI,27,108,94,21,4,0,2,12,10,12,26,1,2,1,,0.222,0.311,0.354,0.665,0.297,89,,0,0.1,,-1.4,2.4,0.2,,999,18067
Ronaldo Hernández,BOS,9,37,34,8,2,0,1,4,5,2,8,0,0,0,,0.246,0.284,0.427,0.711,0.307,94,,0,0,,-0.3,0.8,0.2,,999,sa881850
Brett Sullivan,SDP,48,193,175,40,9,1,4,20,20,14,31,2,2,1,,0.231,0.291,0.362,0.653,0.287,87,,-0.2,0,,-3,-1.9,0.2,,999,sa857232
Austin Allen,MIA,9,36,33,8,2,0,1,4,4,2,10,0,0,0,,0.229,0.282,0.395,0.677,0.295,91,,-0.1,0,,-0.4,0.8,0.2,,999,18083
Donny Sands,PHI,6,25,22,5,1,0,1,3,3,2,5,0,0,0,,0.237,0.313,0.382,0.695,0.306,95,,0,0,,-0.2,0.5,0.1,,999,18603
Willie MacIver,COL,9,37,33,8,2,0,1,4,4,3,10,0,1,0,,0.229,0.291,0.392,0.683,0.299,77,,0,0,,-1,0.8,0.1,,999,sa3007828
Sandy Leon,,32,124,110,21,4,0,2,11,10,11,33,1,1,0,,0.195,0.272,0.297,0.569,0.257,64,,-0.6,-0.7,,-5.7,1.9,0.1,,999,5273
Pedro Pages,STL,8,31,28,6,1,0,1,3,3,2,8,0,0,0,,0.211,0.277,0.34,0.617,0.274,78,,0,0,,-0.8,0.6,0.1,,999,sa3010339
Stephen Scott,BOS,5,18,16,4,1,0,0,2,2,2,4,0,0,0,,0.224,0.313,0.373,0.687,0.304,92,,0,0,,-0.2,0.4,0.1,,999,sa3011469
Hunter Feduccia,LAD,5,18,16,4,1,0,1,2,2,2,5,0,0,0,,0.218,0.289,0.371,0.661,0.291,88,,0,0,,-0.3,0.4,0.1,,999,sa3007872
Mark Kolozsvary,BAL,11,41,37,7,2,0,1,4,4,4,13,1,0,0,,0.19,0.273,0.319,0.592,0.266,71,,0,0,,-1.4,0.8,0.1,,999,21304
Alex Jackson,MIL,6,24,21,4,1,0,1,2,3,2,8,0,0,0,,0.191,0.262,0.368,0.631,0.276,76,,0,0,,-0.7,0.5,0.1,,999,17276
Chuckie Robinson,CIN,5,18,16,4,1,0,1,2,2,1,4,0,0,0,,0.226,0.282,0.375,0.657,0.288,77,,0,0,,-0.5,0.3,0,,999,19824
Kyle McCann,OAK,5,18,16,3,1,0,1,2,2,2,7,0,0,0,,0.186,0.265,0.326,0.591,0.264,74,,0,0,,-0.5,0.4,0,,999,sa1159677
Rafael Marchan,PHI,5,18,16,4,1,0,0,2,2,1,3,0,0,0,,0.225,0.291,0.328,0.62,0.277,75,,0,0,,-0.5,0.4,0,,999,21646
Michael Papierski,DET,3,12,10,2,0,0,0,1,1,1,3,0,0,0,,0.206,0.303,0.318,0.621,0.281,82,,0,-0.1,,-0.3,0.2,0,,999,21386
Riley Adams,WSN,46,180,157,33,7,0,6,19,19,16,55,3,1,0,,0.212,0.298,0.381,0.68,0.3,91,,-0.2,-0.8,,-2.2,1.7,0,,999,19864
Chad Wallach,LAA,2,6,5,1,0,0,0,1,1,1,2,0,0,0,,0.194,0.27,0.323,0.593,0.265,68,,0,0,,-0.2,0.1,0,,999,17161
Austin Wells,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.235,0.315,0.421,0.736,0.322,111,,0,0,,0,0,0,,999,sa3014440
Paul McIntosh,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.312,0.389,0.701,0.309,101,,0,0,,0,0,0,,999,sa3017372
Logan Porter,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.233,0.333,0.376,0.709,0.316,103,,0,0,,0,0,0,,999,sa3007750
Raudy Read,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.236,0.298,0.407,0.705,0.308,99,,0,0,,0,0,0,,999,15766
Jakson Reetz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.216,0.29,0.401,0.691,0.303,95,,0,0,,0,0,0,,999,17837
Henry Davis,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.301,0.388,0.689,0.303,94,,0,0,,0,0,0,,999,sa3017042
Ryan Casteel,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.287,0.421,0.708,0.307,95,,0,0,,0,0,0,,999,sa549286
Patrick Mazeika,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.233,0.297,0.377,0.674,0.297,91,,0,0,,0,0,0,,999,18142
David Freitas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.24,0.313,0.362,0.675,0.3,94,,0,0,,0,0,0,,999,10619
Nick Dini,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.292,0.391,0.683,0.3,93,,0,0,,0,0,0,,999,18206
Lorenzo Quintana,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.235,0.286,0.4,0.686,0.299,92,,0,0,,0,0,0,,999,sa3005394
Javier Valdes,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.306,0.373,0.679,0.301,90,,0,0,,0,0,0,,999,sa3010902
Jamie Ritchie,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.233,0.327,0.332,0.659,0.298,92,,0,0,,0,0,0,,999,sa829058
Aramis Garcia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.274,0.361,0.635,0.279,79,,0,0,,0,0,0,,999,16925
Andrew Susac,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.296,0.376,0.672,0.297,91,,0,0,,0,0,0,,999,13132
Luca Tresh,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.296,0.384,0.68,0.299,91,,0,0,,0,0,0,,999,sa3017394
Josh Breaux,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.271,0.405,0.676,0.293,90,,0,0,,0,0,0,,999,sa3008051
Deivy Grullón,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.279,0.393,0.672,0.294,89,,0,0,,0,0,0,,999,15988
Zach Britton,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.297,0.357,0.654,0.292,89,,0,0,,0,0,0,,999,sa3014821
Daniel Cope,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.247,0.311,0.407,0.718,0.314,87,,0,0,,0,0,0,,999,sa3010157
Zach Humphreys,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.308,0.345,0.653,0.293,88,,0,0,,0,0,0,,999,sa3016853
Cesar Salazar,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.281,0.379,0.66,0.289,88,,0,0,,0,0,0,,999,sa3008107
Maverick Handley,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.216,0.295,0.353,0.648,0.289,87,,0,0,,0,0,0,,999,sa3010848
Nick Raposo,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.289,0.356,0.645,0.285,86,,0,0,,0,0,0,,999,sa3015018
Michael De La Cruz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.305,0.348,0.653,0.29,87,,0,0,,0,0,0,,999,sa736830
Dominic Miroglio,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.296,0.363,0.659,0.291,85,,0,0,,0,0,0,,999,sa739013
Rodolfo Durán,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.267,0.396,0.663,0.288,85,,0,0,,0,0,0,,999,sa877500
Luke Berryhill,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.294,0.347,0.64,0.286,86,,0,0,,0,0,0,,999,sa3011587
Josh Morgan,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.294,0.352,0.646,0.288,85,,0,0,,0,0,0,,999,sa828797
Brian O'Keefe,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.283,0.369,0.652,0.287,85,,0,0,,0,0,0,,999,16680
Julio E. Rodriguez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.289,0.357,0.646,0.287,84,,0,0,,0,0,0,,999,sa917669
Diego Cartaya,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.277,0.371,0.648,0.285,84,,0,0,,0,0,0,,999,sa3008742
Jhonny Pereda,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.311,0.323,0.634,0.286,84,,0,0,,0,0,0,,999,sa735866
Phil Clarke,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.301,0.334,0.635,0.284,84,,0,0,,0,0,0,,999,sa3011379
Carson Taylor,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.291,0.349,0.64,0.284,83,,0,0,,0,0,0,,999,sa3014468
Rob Brantly,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.233,0.297,0.342,0.639,0.284,82,,0,0,,0,0,0,,999,10655
Brandon Martorano,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.287,0.35,0.637,0.283,82,,0,0,,0,0,0,,999,sa918686
William Simoneit,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.291,0.327,0.618,0.277,83,,0,0,,0,0,0,,999,sa3014885
Michael Cruz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.279,0.366,0.645,0.284,82,,0,0,,0,0,0,,999,sa918049
JJ Schwarz,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.286,0.329,0.615,0.275,82,,0,0,,0,0,0,,999,sa3008391
Cody Roberts,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.291,0.342,0.633,0.282,82,,0,0,,0,0,0,,999,sa3007869
Bryce Windham,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.301,0.327,0.629,0.282,81,,0,0,,0,0,0,,999,sa3010403
Ryan Lavarnway,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.292,0.362,0.655,0.29,86,,0,0,,0,0,0,,999,8879
