Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1,BsR,Fld,-1,Off,Def,WAR,-1,ADP,playerid
J.D. Davis,SFG,110,466,405,98,20,1,14,52,55,49,142,8,2,1,,0.243,0.334,0.403,0.737,0.325,111,,-1.1,1.7,,4.9,-6.6,1.5,,999,16219
Brian Anderson,,120,505,446,103,21,1,14,54,55,46,134,8,3,1,,0.232,0.313,0.38,0.693,0.305,97,,-0.3,-1.6,,-1.9,-0.7,1.5,,999,18289
Brett Baty,NYM,66,263,232,60,11,0,10,32,33,24,65,3,2,1,,0.257,0.331,0.436,0.767,0.335,122,,-0.4,0,,6.5,-1.6,1.4,,999,26123
Ryan Kreidler,DET,110,416,366,81,17,2,11,44,40,38,113,6,10,3,,0.22,0.301,0.362,0.663,0.295,92,,0.4,1.6,,-3.2,3.6,1.4,,999,25867
Jeimer Candelario,WSN,125,524,468,112,26,2,16,57,60,46,120,5,1,1,,0.241,0.312,0.406,0.718,0.314,101,,-0.7,-0.4,,-0.4,-4.6,1.3,,999,13621
Gio Urshela,LAA,123,491,449,116,23,2,12,53,56,32,96,3,1,1,,0.26,0.311,0.401,0.713,0.311,101,,-1.8,-3.4,,-1.5,-2.3,1.2,,999,10681
Spencer Steer,CIN,104,431,381,92,20,1,17,51,53,38,94,6,3,1,,0.241,0.317,0.432,0.749,0.326,103,,-0.3,-1.5,,1.3,-4.2,1.2,,999,26323
Jace Peterson,,91,373,326,75,16,1,8,38,36,39,91,3,9,3,,0.23,0.316,0.36,0.676,0.3,100,,0.7,-1.2,,0.7,-1.5,1.2,,999,12325
Vimael Machín,OAK,76,324,285,70,15,1,4,33,27,32,57,3,2,1,,0.246,0.325,0.353,0.678,0.303,102,,-0.4,-1.9,,0.3,-0.4,1.1,,999,17684
Evan Longoria,,107,452,405,95,19,1,17,51,55,38,119,4,2,1,,0.235,0.305,0.409,0.714,0.31,100,,-1.2,-0.8,,-0.9,-3.7,1.1,,999,9368
Ezequiel Duran,TEX,81,320,295,72,17,1,10,34,37,18,74,3,7,3,,0.245,0.292,0.413,0.704,0.306,99,,-0.2,-0.9,,-0.7,0.3,1,,999,23733
Patrick Wisdom,CHC,94,394,347,71,14,0,18,45,50,37,139,6,5,2,,0.206,0.29,0.409,0.698,0.305,96,,-0.2,-0.9,,-1.9,-2.5,0.9,,999,13602
Jonah Bride,OAK,60,250,216,52,11,1,5,27,23,26,46,4,1,1,,0.243,0.335,0.37,0.705,0.315,111,,-0.5,-0.3,,2.5,-2,0.9,,999,24703
Brandon Dixon,SDP,79,319,289,71,14,1,14,39,43,22,86,3,5,2,,0.244,0.303,0.443,0.746,0.32,110,,-0.2,-0.6,,3.5,-5.9,0.9,,999,15214
Emmanuel Rivera,ARI,92,378,343,84,17,2,13,43,45,26,85,4,3,1,,0.244,0.302,0.418,0.72,0.313,100,,-0.2,-0.5,,-0.3,-4.1,0.9,,999,19890
Josh H. Smith,TEX,91,348,301,73,15,1,7,38,32,35,72,7,9,3,,0.241,0.33,0.364,0.694,0.31,102,,0.2,-0.1,,1,-4.2,0.8,,999,26396
Zach McKinstry,CHC,62,256,228,54,11,2,6,28,26,22,57,3,4,2,,0.239,0.309,0.391,0.701,0.307,98,,0.1,-1.1,,-0.6,-0.4,0.8,,999,19392
Jordan Groshans,MIA,50,198,175,46,9,0,3,20,19,18,36,1,1,0,,0.261,0.333,0.368,0.701,0.312,103,,-0.2,-0.8,,0.4,0.3,0.8,,999,23794
Abraham Toro,MIL,50,205,182,44,9,1,6,23,24,17,35,3,2,1,,0.241,0.313,0.409,0.722,0.316,103,,-0.3,-0.9,,0.4,-0.1,0.8,,999,19844
Edmundo Sosa,PHI,57,226,207,50,9,2,5,24,24,10,51,6,4,2,,0.242,0.293,0.381,0.673,0.295,87,,0.1,1,,-3.2,2.1,0.7,,999,17022
Ildemaro Vargas,WSN,81,320,295,74,16,2,6,32,32,18,43,2,3,1,,0.252,0.298,0.379,0.677,0.296,88,,-0.1,-2.2,,-4.5,-0.2,0.6,,999,13324
Jake Burger,CHW,71,290,263,64,11,2,11,33,36,20,79,3,1,0,,0.242,0.301,0.427,0.728,0.316,105,,-0.3,-0.4,,1.5,-5.1,0.6,,999,22275
Charles Leblanc,MIA,73,301,271,62,13,1,8,30,30,24,92,3,4,2,,0.23,0.296,0.369,0.665,0.293,90,,-0.1,1.8,,-3.6,-1.3,0.5,,999,19813
Andy Ibáñez,DET,57,230,208,53,11,1,5,24,24,16,38,2,2,1,,0.253,0.31,0.393,0.703,0.308,102,,-0.3,-1.2,,0.2,-2.6,0.5,,999,18819
Matt Duffy,,76,314,284,73,13,1,4,30,29,23,62,4,2,1,,0.259,0.32,0.347,0.668,0.298,92,,-0.8,-1.2,,-3.7,-1.8,0.5,,999,13836
Elehuris Montero,COL,39,157,141,37,8,1,7,20,22,11,37,2,1,0,,0.261,0.321,0.471,0.793,0.342,106,,-0.1,-0.1,,1.1,-1.9,0.5,,999,20543
Tyler Freeman,CLE,23,92,83,23,5,0,1,10,9,5,11,2,1,0,,0.273,0.332,0.386,0.718,0.317,107,,-0.1,-0.2,,0.6,0.3,0.4,,999,22532
Kevin Smith,OAK,44,175,159,35,8,1,5,18,19,12,50,2,3,1,,0.219,0.278,0.382,0.66,0.288,91,,0,-1.5,,-1.7,-0.1,0.4,,999,20242
Mike Brosseau,MIL,49,201,178,39,8,1,6,22,22,17,58,4,2,1,,0.221,0.301,0.376,0.677,0.299,91,,-0.4,-1.1,,-2.4,-0.8,0.4,,999,19683
Nate Eaton,KCR,53,213,193,46,9,2,4,22,21,15,49,3,8,3,,0.241,0.302,0.375,0.676,0.298,90,,0.4,0.1,,-2.1,-1.2,0.4,,999,25055
Jonathan Villar,,32,136,123,30,5,1,3,15,13,10,34,1,4,1,,0.243,0.303,0.374,0.678,0.298,92,,0.4,-1.6,,-0.8,-0.8,0.3,,999,10071
Kody Clemens,DET,28,113,103,23,4,1,4,12,13,8,28,1,1,0,,0.224,0.28,0.407,0.687,0.297,94,,0,-0.4,,-0.8,-0.6,0.2,,999,20572
Ehire Adrianza,,63,251,223,52,11,1,4,25,22,21,54,3,2,1,,0.232,0.304,0.342,0.646,0.288,85,,-0.2,-2.4,,-4.5,-1.6,0.2,,999,8418
Gabriel Arias,CLE,19,80,72,18,3,0,2,9,9,6,19,1,1,0,,0.244,0.304,0.402,0.706,0.309,101,,0,0,,0,-0.5,0.2,,999,22563
Matthew Batten,SDP,44,180,160,37,7,0,3,19,16,16,45,1,5,2,,0.229,0.302,0.328,0.63,0.283,84,,0,-0.9,,-3.3,-0.8,0.2,,999,20157
Ernie Clement,OAK,21,84,77,19,4,0,1,8,8,5,13,1,1,0,,0.24,0.293,0.344,0.636,0.282,87,,-0.1,-0.2,,-1.3,0.1,0.2,,999,20352
Tyler Nevin,BAL,15,59,52,12,2,0,2,6,6,5,13,1,0,0,,0.232,0.312,0.381,0.693,0.307,100,,-0.1,0.1,,-0.1,-0.4,0.2,,999,17893
David Bote,CHC,11,46,41,9,2,0,1,5,5,3,12,1,0,0,,0.229,0.299,0.386,0.685,0.301,94,,0,-0.1,,-0.3,0,0.1,,999,14593
Brad Miller,TEX,76,305,270,60,10,1,11,33,34,29,87,2,4,1,,0.222,0.301,0.391,0.692,0.304,98,,-0.7,-1.9,,-1.5,-7,0.1,,999,12775
Hoy Park,BOS,18,71,61,14,3,0,2,8,7,8,18,1,1,0,,0.221,0.318,0.349,0.667,0.298,88,,0,-0.5,,-1,-0.1,0.1,,999,18027
Jeter Downs,BOS,21,84,75,15,3,0,3,9,9,7,26,1,2,1,,0.203,0.276,0.371,0.648,0.285,79,,0.1,-0.2,,-1.9,0.3,0.1,,999,22202
Lucius Fox,WSN,24,97,86,18,4,0,1,9,8,8,25,1,3,1,,0.212,0.287,0.318,0.604,0.27,71,,0.1,-0.2,,-3.2,0.5,0.1,,999,18899
Yonny Hernandez,OAK,5,20,17,4,1,0,0,2,1,2,4,0,1,0,,0.224,0.322,0.298,0.619,0.284,89,,0.1,0,,-0.2,0.1,0.1,,999,19432
Rylan Bannon,HOU,5,20,17,4,1,0,1,2,2,2,5,0,0,0,,0.21,0.301,0.363,0.664,0.296,92,,0,-0.1,,-0.2,0,0,,999,19768
Charlie Culberson,,32,129,119,28,6,0,3,13,13,7,32,1,3,1,,0.238,0.283,0.361,0.644,0.282,81,,-0.1,-1,,-2.8,-1,0,,999,3298
Colin Moran,,23,94,85,20,4,0,3,10,11,8,24,1,0,0,,0.235,0.301,0.379,0.68,0.3,93,,-0.5,-0.7,,-1.2,-1.8,0,,999,16909
Josh Lester,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.284,0.428,0.712,0.307,99,,0,0,,0,0,0,,999,17737
Joe Perez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.24,0.296,0.386,0.682,0.299,94,,0,0,,0,0,0,,999,22254
Matt Davidson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.299,0.44,0.739,0.32,108,,0,0,,0,0,0,,999,7226
Jonathan Araúz,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.235,0.295,0.366,0.661,0.292,89,,0,0,,0,0,0,,999,20275
Taylor Motter,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.305,0.389,0.694,0.306,100,,0,0,,0,0,0,,999,12399
Yairo Munoz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.271,0.302,0.399,0.702,0.305,97,,0,0,,0,0,0,,999,16313
Jason Vosler,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.296,0.395,0.691,0.303,95,,0,0,,0,0,0,,999,16686
Willians Astudillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.267,0.307,0.428,0.734,0.319,106,,0,0,,0,0,0,,999,15608
Drew Ellis,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.196,0.298,0.364,0.662,0.295,96,,0,0,,0,0,0,,999,19873
Pablo Reyes,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.235,0.3,0.373,0.673,0.296,97,,0,0,,0,0,0,,999,16357
Sergio Alcántara,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.224,0.299,0.342,0.641,0.285,83,,0,0,,0,0,0,,999,16417
Jose Rojas,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.222,0.285,0.388,0.673,0.294,90,,0,0,,0,0,0,,999,19331
Brendon Davis,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.304,0.395,0.699,0.306,100,,0,0,,0,0,0,,999,18587
David MacKinnon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.238,0.327,0.387,0.714,0.314,103,,0,0,,0,0,0,,999,19625
Eddy Alvarez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.307,0.358,0.665,0.296,91,,0,0,,0,0,0,,999,16959
Sheldon Neuse,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.244,0.297,0.373,0.67,0.295,90,,0,0,,0,0,0,,999,19635
Kevin Padlo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.289,0.399,0.688,0.301,94,,0,0,,0,0,0,,999,16593
Luke Williams,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.222,0.29,0.338,0.628,0.278,78,,0,0,,0,0,0,,999,19931
Maikel Franco,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.236,0.277,0.381,0.658,0.287,84,,0,0,,0,0,0,,999,12179
Kelvin Gutiérrez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.291,0.349,0.64,0.284,82,,0,0,,0,0,0,,999,17468
Jack Mayfield,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.271,0.372,0.643,0.281,80,,0,0,,0,0,0,,999,15402
Phil Gosselin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.238,0.293,0.347,0.64,0.283,82,,0,0,,0,0,0,,999,10953
Cory Spangenberg,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.224,0.274,0.345,0.619,0.272,74,,0,0,,0,0,0,,999,12294
Erik González,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.236,0.278,0.322,0.601,0.266,70,,0,0,,0,0,0,,999,13369
JT Riddle,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.253,0.339,0.592,0.259,65,,0,0,,0,0,0,,999,17642
Joe Dunand,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.271,0.33,0.601,0.267,68,,0,0,,0,0,0,,999,19727
Drew Jackson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.287,0.318,0.605,0.273,74,,0,0,,0,0,0,,999,17807
Deven Marrero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.275,0.319,0.594,0.266,70,,0,0,,0,0,0,,999,13325
Mike Moustakas,CIN,113,457,407,89,19,1,16,48,53,38,115,6,3,1,,0.218,0.292,0.389,0.681,0.3,85,,-1.3,-1.6,,-9.2,-8.5,-0.3,,999,4892
